probk ratio error
-0.0600000000001 1.038440745396471e-09 2.2258346237593163e-10
-0.0500000000001 9.034632545235313e-10 1.6759147626773666e-10
-0.0400000000001 7.517952283934971e-10 1.4925323175669054e-10
-0.0300000000001 7.525657312807883e-10 1.4943932894297114e-10
-0.0200000000001 7.75739950147242e-10 1.5238697376503855e-10
-0.0100000000001 1.040816698100469e-09 2.2413041293737845e-10
-1.06581410364e-13 8.23421872229445e-10 1.5846542892236232e-10
0.00999999999989 7.795287692529897e-10 1.5313912513782047e-10
0.0199999999999 7.590865361538665e-10 1.5073612425279443e-10
0.0299999999999 7.603320434636513e-10 1.5096963358363539e-10
0.0399999999999 7.848316358163684e-10 1.541436862213284e-10
0.0499999999999 7.855947496520395e-10 1.543206809120598e-10
0.0599999999999 7.647310017139849e-10 1.5190416704705142e-10
0.0699999999999 8.560461748243152e-10 1.6317207425489582e-10
0.0799999999999 8.347386248658769e-10 1.6070955909183818e-10
0.0899999999999 1.0267372143763122e-09 2.2456880769413024e-10
0.0999999999999 7.707536985940924e-10 1.5303151596676423e-10
0.11 7.942297657393787e-10 1.5602804850085943e-10
0.12 8.418154767852425e-10 1.6201456619138266e-10
0.13 8.659049914762718e-10 1.650534596691824e-10
0.14 7.994967663868981e-10 1.5705581455254856e-10
0.15 8.703929674548064e-10 1.659138157022159e-10
0.16 9.413646405104417e-10 1.7468921392997354e-10
0.17 7.826876923191484e-10 1.5538983445094422e-10
0.18 8.296923024516574e-10 1.613640158000477e-10
0.19 8.554350190857372e-10 1.6463256784399096e-10
0.2 8.112310423653065e-10 1.5933275595727795e-10
0.21 7.887035867690068e-10 1.5660930074332637e-10
0.22 1.2567378270982727e-09 2.1227256892702107e-10
0.23 1.0012324687626314e-09 1.8277317055285427e-10
0.24 8.167571652727089e-10 1.6046848382032078e-10
0.25 8.193261497036399e-10 1.609275475562366e-10
0.26 8.909954847894828e-10 1.6983994939931994e-10
0.27 8.385334232283016e-10 1.8527140337115598e-10
0.28 8.465763261097546e-10 1.6784423325318923e-10
0.29 1.1418106503431817e-09 2.482123119895979e-10
0.3 9.933943319871625e-10 1.8270389839805396e-10
0.31 9.726016884810015e-10 1.8039816855283072e-10
0.32 9.270090880496939e-10 1.7503926834307126e-10
0.33 8.340167352068549e-10 1.6381283071312292e-10
0.34 8.361746539904382e-10 1.6423606315583178e-10
0.35 1.029668517536745e-09 1.8779673551458913e-10
0.36 1.0038306713062964e-09 2.1278349191326457e-10
0.37 9.380533640419698e-10 2.0336214480119223e-10
0.38 8.423967124218204e-10 1.6897795681854343e-10
0.39 1.3043234613374522e-09 2.2030899980877717e-10
0.4 8.46224003412903e-10 1.6624368310943188e-10
0.41 1.2276127079242897e-09 2.6170616451974793e-10
0.42 9.845422504171508e-10 2.177234469110375e-10
0.43 8.51241617939779e-10 1.6722250658212893e-10
0.44 8.78325509341381e-10 1.7075167835832387e-10
0.45 1.0026780703090973e-09 1.8599712858681656e-10
0.46 8.345546889992905e-10 1.6567943927018902e-10
0.47 1.351500494335528e-09 2.2701974031851586e-10
0.48 8.39233071047157e-10 1.684123394628394e-10
0.49 8.654481944145247e-10 1.6998502701853397e-10
0.5 8.668546971264513e-10 1.7028029645018831e-10
0.51 9.930392498961101e-10 1.8583338052649038e-10
0.52 8.222933294521066e-10 1.6511508237688128e-10
0.53 8.744352775745826e-10 1.7177026929640974e-10
0.54 9.266334197164104e-10 1.7834520165924203e-10
0.55 8.531902562086832e-10 1.6941149880231754e-10
0.56 8.800563103253994e-10 1.7297680819623035e-10
0.57 8.573231778802656e-10 1.7021594881796277e-10
0.58 8.330127116916106e-10 1.672701789181314e-10
0.59 8.351466584913791e-10 1.6769792581082282e-10
0.6 8.376609471019063e-10 1.7295889571264172e-10
0.61 8.402746272282726e-10 1.6871833247402583e-10
0.62 9.95099583976526e-10 1.8790720685660366e-10
0.63 1.3097654979261227e-09 2.709678197398143e-10
0.64 8.717033970771606e-10 1.7322689614585551e-10
0.65 9.50412450792004e-10 1.829257970281038e-10
0.66 8.495357281487627e-10 1.7059401007770563e-10
0.67 8.776166207550369e-10 1.7437404738467668e-10
0.68 8.539149412417067e-10 1.714569335068701e-10
0.69 1.012541040586392e-09 1.911743122479088e-10
0.7 8.573516031881507e-10 1.72164531696959e-10
0.71 8.857110632619748e-10 1.7587410957967786e-10
0.72 8.875275905114857e-10 1.7622932756587702e-10
0.73 9.677536978676275e-10 1.8628579387234613e-10
0.74 9.95254244176488e-10 1.8976864201172062e-10
0.75 9.446945726993011e-10 1.8366869628532147e-10
0.76 9.480140810629764e-10 1.843196925677575e-10
0.77 1.1869836751895738e-09 2.1313041938219364e-10
0.78 1.0048187667894502e-09 1.9153404489141878e-10
0.79 1.267945648165009e-09 2.785480356796644e-10
0.8 8.761908034564064e-10 1.759441747968759e-10
0.81 9.844380157446196e-10 1.8947976324442138e-10
0.82 8.795426402260301e-10 1.766084440773378e-10
0.83 1.4512537545486026e-09 2.903586123278753e-10
0.84 9.909255721032104e-10 1.9071435206155243e-10
0.85 9.65769549893492e-10 1.8774991047928004e-10
0.86 8.872223086596267e-10 1.7815605903883255e-10
0.87 9.43439891687738e-10 1.8533823713098127e-10
0.88 9.724700086498955e-10 1.8905360317429308e-10
0.89 9.743077846401924e-10 1.894093556227353e-10
0.9 1.0843700857571804e-09 2.0294604471743882e-10
0.91 1.0064890261918974e-09 1.937257899088129e-10
0.92 9.546952470536252e-10 1.8754301198628089e-10
0.93 9.030340544739424e-10 1.8131762984264196e-10
0.94 9.05018589066642e-10 1.8172295491926748e-10
0.95 9.89044703939886e-10 1.9228582395126387e-10
0.96 9.369420642245468e-10 1.8604853717407992e-10
0.97 1.1325972621419987e-09 2.1009246093887142e-10
0.98 9.424809434009666e-10 1.8713982283595335e-10
0.99 9.450978303320508e-10 1.8765641613078214e-10
1.0 1.3945305843194317e-09 2.873775561105381e-10
1.01 9.486060369240334e-10 1.8836681719053173e-10
1.02 1.4810758771628268e-09 2.5173266999856797e-10
1.03 9.515534144129035e-10 1.8893786116973324e-10
1.04 9.258241017762837e-10 1.8590385483771632e-10
1.05 9.280730218874343e-10 1.8634813385091957e-10
1.06 1.044242381683637e-09 2.0095260755874083e-10
1.07 1.3669276413421737e-09 2.9618750940372195e-10
1.08 9.634366113084677e-10 1.9128187488753292e-10
1.09 9.927478575365578e-10 1.9501467935597397e-10
1.1 1.5072252456666133e-09 2.561823443313733e-10
1.11 1.0263436424563727e-09 1.995261407350088e-10
1.12 1.114760927310748e-09 2.1049615922229084e-10
1.13 1.0889442955918353e-09 2.0757289768697453e-10
1.14 9.761209995816005e-10 1.9380474465888678e-10
1.15 1.1208348601887896e-09 2.1165914694998233e-10
1.16 1.3987358424199598e-09 3.064946730968839e-10
1.17 1.0977520354247214e-09 2.0925173066191585e-10
1.18 1.015275644695254e-09 1.9943499593373662e-10
1.19 1.0167134758780189e-09 1.9972306950463897e-10
1.2 9.894860977876273e-10 1.9648827727245162e-10
1.21 9.929286594600893e-10 1.9713201200188703e-10
1.22 9.939552502126041e-10 1.973707441618808e-10
1.23 1.5356939443684838e-09 3.2458812611701326e-10
1.24 1.1467837889139263e-09 2.1653631587296623e-10
1.25 1.0008954140595553e-09 1.987693936192361e-10
1.26 1.48376452061328e-09 3.08288700428026e-10
1.27 1.0332447501027744e-09 2.1195510013443298e-10
1.28 1.3631131511260642e-09 2.429066241564171e-10
1.29 1.0088942446021634e-09 2.0034157557238684e-10
1.3 1.2201233610401687e-09 2.2632882343605964e-10
1.31 1.0731842504776773e-09 2.0863792118314308e-10
1.32 1.1056076404569417e-09 2.1279778451992064e-10
1.33 1.0483003890977805e-09 2.0593440635007597e-10
1.34 1.0199670637649124e-09 2.0253470391771848e-10
1.35 1.0829417522094752e-09 2.105395604883662e-10
1.36 1.0252609309633964e-09 2.0358617493671382e-10
1.37 1.0273474339341695e-09 2.0402695587018255e-10
1.38 1.0602634850316892e-09 2.0827169198883347e-10
1.39 1.6394165146464163e-09 2.769554532322028e-10
1.4 1.6409334452502935e-09 2.7722150459154947e-10
1.41 1.0661720843635029e-09 2.0943683053115937e-10
1.42 1.0374457971000362e-09 2.0599901356542647e-10
1.43 1.0384910992514067e-09 2.062152876182555e-10
1.44 1.0094827995936144e-09 2.0269399344655735e-10
1.45 1.0108845167105407e-09 2.030086417371426e-10
1.46 1.0744231527336027e-09 2.1106037339370876e-10
1.47 1.0152350466076953e-09 2.0385150682865656e-10
1.48 1.1085518670845059e-09 2.1556966083601045e-10
1.49 1.1918729254647149e-09 2.6116075458494606e-10
1.5 1.020692067043895e-09 2.049563737659416e-10
1.51 1.0855737014659336e-09 2.1325338621315544e-10
1.52 1.0258533960034725e-09 2.0597843646167984e-10
1.53 1.649420490543485e-09 2.8035086246061543e-10
1.54 1.0932292374648722e-09 2.1473959963937027e-10
1.55 1.6073867669015233e-09 3.1827361949766337e-10
1.56 1.6923550177202285e-09 2.8590165146677034e-10
1.57 1.0381543997066015e-09 2.0840407512092828e-10
1.58 1.6997388338150779e-09 2.871621479887589e-10
1.59 1.0729157951219984e-09 2.1303587881884522e-10
1.6 1.1682528891840221e-09 2.24865582031841e-10
1.61 1.0762617205192953e-09 2.1371585971520425e-10
1.62 1.1419967614203802e-09 2.220091138399022e-10
1.63 1.0492963681924485e-09 2.106873999119283e-10
1.64 1.052775579553589e-09 2.1134556578239312e-10
1.65 1.1180812560805304e-09 2.196276173514715e-10
1.66 1.152465136759042e-09 2.240122025877618e-10
1.67 1.0891873029918285e-09 2.162756008504919e-10
1.68 1.0909585722080306e-09 2.1671364883381406e-10
1.69 1.0933003194490497e-09 2.1709382101805066e-10
1.7 1.601248223259941e-09 3.4070033872377533e-10
1.71 1.1946954463068627e-09 2.2994351891269182e-10
1.72 1.1004878091607148e-09 2.1852628071344547e-10
1.73 1.103473387900877e-09 2.192320000159159e-10
1.74 1.8203823947679987e-09 3.039455373930469e-10
1.75 1.2065286218310884e-09 2.321929910376763e-10
1.76 1.1093745210499901e-09 2.2029284016226164e-10
1.77 1.374012411112905e-09 2.526965561553527e-10
1.78 1.4408001181379465e-09 2.607177477276351e-10
1.79 1.1160412670958014e-09 2.2160014094458884e-10
1.8 1.1519480450684196e-09 2.2628705388135208e-10
1.81 1.1531325263403745e-09 2.2652988123848974e-10
1.82 1.1882791888989993e-09 2.3101360371678522e-10
1.83 1.7541860546528118e-09 3.185270175106357e-10
1.84 1.1619267068175212e-09 2.2821236419803242e-10
1.85 1.6805214975858996e-09 3.7556345527911863e-10
1.86 1.233194010611507e-09 2.3740079012180165e-10
1.87 1.1012027662915332e-09 2.2127967052799684e-10
1.88 1.2020191421104623e-09 2.3368188321776263e-10
1.89 2.008247470173276e-09 3.280862806426374e-10
1.9 1.2760026436490834e-09 2.4317272306943726e-10
1.91 1.2093573316085724e-09 2.3510468231790846e-10
1.92 1.1106167647659557e-09 2.230074377192969e-10
1.93 1.399109651590865e-09 3.0429934752541483e-10
1.94 1.1827775915342703e-09 2.3230640017117868e-10
1.95 1.1167270850321547e-09 2.2422241918601184e-10
1.96 1.2214307138773327e-09 2.37410217913379e-10
1.97 1.2225455066886388e-09 2.3763969074488584e-10
1.98 1.1216313355744631e-09 2.2521165745368102e-10
1.99 1.1578176878623708e-09 2.3017785043252456e-10
