bdt ratio error
0.9 8.8297581065224571e-08 1.4722158757968449e-08
0.91 8.981205180019365e-08 1.4868773784137673e-08
0.92 9.2231779814838834e-08 1.5126658123368487e-08
0.93 9.693354805975406e-08 1.5561693249453399e-08
0.94 1.0199872798937138e-07 1.5996371139724301e-08
0.95 1.0898733353866476e-07 1.659720520983787e-08
0.96 1.2360281356975799e-07 1.8131853124015446e-08
0.97 1.5066393712896621e-07 2.1112358739048845e-08
0.98 2.3997989573173546e-07 3.2563241508696965e-08
