bdt ratio error
0.0 1.5902815752734434e-07 1.6023731388807385e-08
0.01 1.263660001938859e-07 1.2732840982538687e-08
0.02 1.0629731381741612e-07 1.0711059647130076e-08
0.03 9.745351198379207e-08 9.820166344331734e-09
0.04 9.148754359989735e-08 9.219272170664131e-09
0.05 8.761959704162575e-08 8.829707776080681e-09
0.06 8.456551345852952e-08 8.522037897922512e-09
0.07 8.193093076017804e-08 8.256734211968033e-09
0.08 7.927743971876503e-08 7.989447603994561e-09
0.09 7.811198478750073e-08 7.872120957843448e-09
0.1 7.640759713263018e-08 7.700451853072262e-09
0.11 7.513986341162841e-08 7.572794739235274e-09
0.12 7.379680736099694e-08 7.4375175881506545e-09
0.13 7.293006359164728e-08 7.350250318759331e-09
0.14 7.200598619816158e-08 7.257350925853413e-09
0.15 7.096701255586347e-08 7.152813199341015e-09
0.16 7.00475004026238e-08 7.060234249841078e-09
0.17 6.911650412226323e-08 6.9665036628513735e-09
0.18 6.874144554113136e-08 6.9288217442802e-09
0.19 6.799654959821625e-08 6.853805102978251e-09
0.2 6.767681850709215e-08 6.821748617117397e-09
0.21 6.662737922828833e-08 6.716040593769937e-09
0.22 6.611728723351261e-08 6.664677488025737e-09
0.23 6.537807056178279e-08 6.590272269548635e-09
0.24 6.516214487571746e-08 6.568566540247524e-09
0.25 6.500312967867109e-08 6.552638604367604e-09
0.26 6.458126403171355e-08 6.51024781838255e-09
0.27 6.41121739555055e-08 6.463069060287662e-09
0.28 6.382839431776582e-08 6.434483997091716e-09
0.29 6.361708852392606e-08 6.413257237894581e-09
0.3 6.310300328234705e-08 6.361522412923586e-09
0.31 6.332764154761207e-08 6.384327101202965e-09
0.32 6.294670749849732e-08 6.346117137209093e-09
0.33 6.273448446118704e-08 6.32480610449361e-09
0.34 6.261088264293157e-08 6.312494843748889e-09
0.35 6.244616579195612e-08 6.296011427598413e-09
0.36 6.22460602008434e-08 6.2759369421024865e-09
0.37 6.196327037799745e-08 6.247468485852502e-09
0.38 6.142740176809106e-08 6.193553903224286e-09
0.39 6.121100142735718e-08 6.1718326814167045e-09
0.4 6.094968588665358e-08 6.145552419588487e-09
0.41 6.06590434187298e-08 6.11629596527061e-09
0.42 6.004184754137059e-08 6.054142167141613e-09
0.43 5.976015034214346e-08 6.025800240795546e-09
0.44 5.948719247606749e-08 5.998348081939251e-09
0.45 5.8820671919777876e-08 5.931201783866302e-09
0.46 5.810394553832606e-08 5.8589652484216776e-09
0.47 5.783606916423034e-08 5.832040746301691e-09
0.48 5.796672901735943e-08 5.8453115757117e-09
0.49 5.769272334865823e-08 5.817767587086812e-09
0.5 5.740101910924755e-08 5.788428662846178e-09
0.51 5.76380067569779e-08 5.812501411287697e-09
0.52 5.7382664540197436e-08 5.78685981253843e-09
0.53 5.6735554164912116e-08 5.721726509762337e-09
0.54 5.65217140619614e-08 5.700310616016139e-09
0.55 5.627767203885081e-08 5.675830120775524e-09
0.56 5.5898479360079336e-08 5.637621831264392e-09
0.57 5.604341964979136e-08 5.652348108209485e-09
0.58 5.582909301123711e-08 5.630894827813551e-09
0.59 5.552792406685668e-08 5.600621602401241e-09
0.6 5.527977625389417e-08 5.575740064753309e-09
0.61 5.484813815949083e-08 5.532216353220033e-09
0.62 5.46329346564032e-08 5.510690990737834e-09
0.63 5.4834744705445294e-08 5.5312007353199036e-09
0.64 5.4512964087892494e-08 5.4988498167507054e-09
0.65 5.3732796747915676e-08 5.420276537368702e-09
0.66 5.344276475587425e-08 5.391165975280132e-09
0.67 5.255229074290602e-08 5.301407259741657e-09
0.68 5.226829869492712e-08 5.272925777119216e-09
0.69 5.2390726607255894e-08 5.285371376451413e-09
0.7 5.2288007319797855e-08 5.27532660525219e-09
0.71 5.198081338717723e-08 5.24450114564374e-09
0.72 5.110132020514457e-08 5.1559133684365395e-09
0.73 5.0709341159486795e-08 5.1164859108307476e-09
0.74 5.10522951211542e-08 5.151361825801586e-09
0.75 5.014383698774203e-08 5.059869404234515e-09
0.76 4.9738595034305826e-08 5.019116429926302e-09
0.77 4.955069922708495e-08 5.000480238008605e-09
0.78 4.852147509218029e-08 4.896767733177547e-09
0.79 4.8215492897773745e-08 4.866150118041846e-09
0.8 4.733657618329621e-08 4.77778952110604e-09
0.81 4.6892964804843305e-08 4.7332044400035255e-09
0.82 4.644353980541288e-08 4.6880409102052e-09
0.83 4.523855248425449e-08 4.566597420844988e-09
0.84 4.488581520154076e-08 4.531319421864713e-09
0.85 4.46813619137463e-08 4.511159921107616e-09
0.86 4.352698787246576e-08 4.395007717892762e-09
0.87 4.418867623282048e-08 4.4623988786405425e-09
0.88 4.399843136770527e-08 4.443784229101441e-09
0.89 4.386954315474766e-08 4.431465458912498e-09
0.9 4.386357891490926e-08 4.431731921609134e-09
0.91 4.3742491318065044e-08 4.420325876072115e-09
0.92 4.3842344206328306e-08 4.431535562575796e-09
0.93 4.2840348350156615e-08 4.331550412792736e-09
0.94 4.09581465799831e-08 4.143467112198863e-09
0.95 4.01033876105014e-08 4.059682848174292e-09
0.96 4.1703606543380286e-08 4.225998576177289e-09
0.97 4.3019544647394486e-08 4.368282883462574e-09
0.98 5.140986503093567e-08 5.253654423018301e-09
