bdt,ratio,error
0.53,2.55124158656912E-009,4.82292637777127E-010
0.54,0.000000002,4.50680584385368E-010
0.55,2.43685914699918E-009,4.73460371581944E-010
0.56,2.26410220363917E-009,4.60859918656399E-010
0.57,2.36795864549229E-009,4.55279740176662E-010
0.58,0.000000002,4.30440782614603E-010
0.59,2.50976384766223E-009,4.48003193356295E-010
0.6,2.36210196466916E-009,4.377792662851E-010
0.61,0.000000002,4.25483889804735E-010
0.62,2.36040943701993E-009,4.39557993201891E-010
0.63,2.06057363919473E-009,4.28892347202044E-010
0.64,1.87731229119853E-009,4.08684481138212E-010
0.65,2.05716672719354E-009,4.20628193184457E-010
0.66,0.000000002,4.04414135851743E-010
0.67,1.82389907538134E-009,3.89865635252478E-010
0.68,2.17656173204304E-009,4.20693919405521E-010
0.69,2.05829139027801E-009,4.13649753357202E-010
0.7,1.74841424782199E-009,3.82380189153387E-010
0.71,1.82798660680693E-009,3.91164569723577E-010
0.72,1.85153791478663E-009,3.86663378221651E-010
0.73,1.78770945562056E-009,3.8013965293013E-010
0.74,2.05715111259592E-009,3.96134551005092E-010
0.75,1.93977378179411E-009,3.94592021814863E-010
0.76,1.79369917496265E-009,3.81609639397971E-010
0.77,1.71164910861383E-009,3.65747934252084E-010
0.78,0.000000002,3.9302928913324E-010
